en,ko
"I gave it my best shot, but I still didn't make the team.",최선을 다했지만 그래도 팀에 들지 못했습니다.
I had to bite the bullet and backed down on the demand.,나는 울며 겨자 먹기로 그 요구에 응했다
Let someone off the hook,누군가를 곤경에서 벗어나게 해주세요
"Actually, think I'm getting a second wind. ",확실히 나는 회복되어가는 것 같다.
Putting these folder files in order won't take very long. It is a snap.,이 폴더 파일을 정리하는 것은 오래 걸리지 않을 거에요. 아주 간단하죠.
She's an excellent negotiator and doesn't miss a trick when it comes to getting the best deal.,그녀는 훌륭한 협상가이며 최고의 거래를 성사시키기 위해 모든 상황을 활용합니다.
He has a lot of guts to stand up to management.,그는 경영진에 맞설 배짱이 두둑합니다.
I'm not one to jump on the bandwagon just because something looks like it's going to be popular.,저는 인기가 있을 것처럼 보인다고 해서 시류에 편승할 사람이 아닙니다.
She spoke to us for at least an hour; I would have preferred to hear it in a nutshell.,그녀는 적어도 한 시간 동안 우리에게 말을 걸었습니다. 저는 그것을 간단히 듣고 싶었습니다.
"He is not very nice, so don't be surprised if he makes a wisecrack about your clothes.",그는 매우 불친절해.  그가 당신의 옷에 대해 농담을 해도 놀라지 마세요.
By the skin of your teeth,간신히
"When the neighbors played loud music all night, it was the last straw.","이웃 사람들이 밤새 음악을 크게 틀었을때, 더이상 참는건 무리였어요."
I don't have the heart to ask her when she's coming back to work.,저는 그녀가 언제 일터로 돌아오는지 물어볼 마음이 없습니다.
Make hay while the sun shines.,좋은 기회는 놓치지 마라.
"Your daughter looks just like you, she's a chip off the old block.","따님께서 똑같으신 걸 보면, 어머니를 쏙 빼 닮았네요."
"Oh, It isn't rocket science.",별 것도 아닌 것 같은데 뭐.
"Practice makes perfect, so I kept baking apple pies until they were just right.","자꾸 연습하면 잘하게 되니까, 제대로 될 때까지 계속 애플파이를 구웠지."
"Although she is very quiet and soft-spoken, I was told that she rules the roost in her family.","그녀는 매우 조용하고 부드러운 성격이지만, 그녀가 그녀의 가족에서 대부분의 결정을 내린다고 들었어요."
"If you get in early on Friday and relax over the weekend, you'll be right as rain on Monday.","만약 네가 금요일에 일찍 도착해서 주말내내 쉰다면,  월요일엔 팔팔할 거야."
"My grandfather is 90 years old, but he is as fit as a fiddle.",나의 할아버지는 90세이시다. 그러나 그는 아주 건강하십니다.
You will need more facts before you go into business. Don’t jump the gun.,사업을 시작하기 전에 더 많은 정보가 필요합니다. 서두르지 마세요.
Can we cross that bridge when we get there?,그건 그때 가서 생각해도 돼?
I decided to grab 40 winks.,잠깐 낮잠을 자기로 했어요.
"During the dog days of summer, I always plan a long vacation to the cooler climes of the mountains.","여름의 복날 동안, 저는 항상 산의 더 시원한 기후로 긴 휴가를 계획합니다."
I am beginning to catch on to this algebra.,나는 이 대수학을 이해하기 시작했습니다.
I begin my month-long vacation tomorrow; I'm in seventh heaven.,나는 내일부터 한 달간의 휴가를 시작한다. 나는 지금 아주 행복하다.
This will kill two birds with one stone. ,이것은 일석 이조 일 것이다.
The coach gave the players a pep talk before the game.,경기 전에 코치가 선수들에게 열정을 불어넣어 주었어.
"I told a lie to my teacher, and he bought it hook, line, and sinker.","내 선생님에게 거짓말을 했는데, 그는 그걸 완전히 믿었어."
"The girl was miserable at sleep away camp, but she only had one more week before it was over. She decided to stick it out and stay.",그 소녀는 야외 캠프에서 힘들게 지냈지만 끝내 한 주만 남았어요. 그녀는 참았고 머물기로 결정했습니다.
Can you please buy my lunch today? I am strapped for money until payday next week.,오늘 점심 사주실 수 있나요? 다음 주 월급날까지 돈이 없어요.
She'll go bananas when you tell her the news.,당신이 그녀에게 그 소식을 말하면 그녀는 미칠 것입니다.
I was canned and no longer am working for the company.,저는 해고되었고 더 이상 회사에서 일하고 있지 않습니다.
I hope you break a leg.,행운이 함께 하기를.
It's time for the con men to get a taste of their own medicine.,그 사기꾼들이 똑같이 당할 순간이에요.
She often throws caution to the wind and invests in tech companies.,그녀는 종종 과감하게 결정해서 기술 회사들에게 투자해요.
You're grounded. No buts.,외출금지니까 토 달지마.
Can you give me the lowdown on what happened at the meeting while I was away?,제가 자리를 비운 사이에 그 회의에서 무슨 일이 있었는지 자세히 말씀해 주시겠습니까?
Throw caution to the wind.,큰마음 먹고 하다.
Sales people go bananas when they see what you can do with this software.,영업 사원들은 이 소프트웨어로 무엇을 할 수 있는지를 보고 열광합니다.
"It's no use crying over spilt milk, he's spent all the money.","과거를 후회해도 소용없어, 그는 돈을 다 써버렸어"
"Birds of a feather flock together , people of a mind fall into the same group.","유유상종이며, 사람들은 같은 무리에 속합니다."
you'd better not cut off more than you can chew.,너는 지나친 욕심을 부리지 않는 게 좋겠다.
The car salesman asked the customer to put his John Hancock on the bottom of the contract.,자동차 판매원은 고객에게 존 행콕을 계약서 하단에 넣어달라고 부탁했습니다.
My son has been cranky all day. I think he got up on the wrong side of the bed.,제 아들이 하루 종일 까칠하다. 기분이 안 좋은 것 같아요.
He saw me cash my paycheck and then asked me for a loan. I could not refuse. He had me over a barrel.,그는 제가 월급을 현금화하는 것을 보고는 저에게 돈을 빌려달라고 했습니다. 저는 거절할 수 없었습니다. 그는 저를 궁지에 몰았습니다.
"She wasn't planning to tell anyone the sex of the baby, but her husband let the cat out of the bag accidentally. ","그녀는 아무에게도 아기의 성별을 말하지 않을 생각이었는데, 남편이 그만 비밀을 누설하고 말았다."
This problem can't seem to be worked out.,이 문제는 해결하기 어려운 것 같아.
My pain in the neck little brother is a pain in the neck.,내 귀찮은 작은 남동생은 정말 귀찮아.
He made a bundle selling rare collectibles online.,그는 온라인에서 희귀 수집품을 팔아서 많은 돈을 벌었습니다.
Sounds like you were in dead-end job.,막다른 길에 있었던 것처럼 들리네요.
"Ever since he started his new business, he appears to be loaded.",그가 새로운 사업을 시작한 이래로 그는 돈을 가득 가지고 있는 것처럼 보입니다.
Miss the boat,기회를 놓치다
I am fed up of going work at early morning I am just calling it a day and will look for another easy job.,저는 아침 일찍 출근하는 것이 지겨워요. 오늘은 이만 하고 다른 쉬운 일을 찾을 거예요.
We sent the message and the ball is in your court.,"우리는 메세지 보냈으니까, 공은 너가 쥐고 있지."
"Whenever she becomes too arrogant, it is time to tell her off.",그녀가 너무 거만해지면 언제든지 그녀를 꾸짖어야 할 때입니다.
She felt sorry for him when she heard the news of his accident.,그녀는 그의 사고 소식을 듣고 안타까워 했습니다.
"Things will go well, so cheer up. Every cloud has a silver lining.","잘 될거야, 그러니까 힘내. 고생 끝에 낙이 오는 거니까."
"For many years, Prince William and his younger brother, Prince Harry were two peas in a pod.","여러 해 동안, 윌리엄 왕자와 그의 남동생 해리 왕자는 한솥밥을 먹고 살았습니다."
"When he heard that I was taking him out to dinner, he got dressed in nothing flat.","그가 저녁 식사로 나를 데려갈 걸 알게 되자, 그는 급하게 옷을 갈아입었어."
No worries.  It's a piece of cake!  Where can they find a guy like me?,걱정 마. 식은 죽 먹기야! 나같은 사람을 어디서 찾겠어?
I have been through thick and thin with her.,나는 그녀와 고운 정 미운 정이 다 들었다
People say it is like comparing apples and oranges.,사람들은 그건 비교 할 수 없는 거하고 말해.
"If you want to get health and lose weight, working out is the best of both worlds.","네가 건강해지고 살도 빼고 싶으면, 운동이 일석이조야."
"Since sales improved, he is doing better and he’s getting back on his feet.","매출이 개선된 이후로, 그는 더 나아지고 있고 재정적으로나 육체적으로 건강해지고 있습니다."
"I asked for her help with my watercolor painting. But when she decided to add some purple paint, I knew that she completely botched it up.","저는 그림 칠하는 것을 도와달라고 부탁했는데, 보라색 물감을 넣기로 결정했을 때, 저는 그녀가 그림을 완전히 망쳤다는 것을 알았습니다."
She has her head in the clouds all day. She must be in love.,그녀는 하루 종일 산만하게 굴었다. 그녀는 사랑에 빠졌음이 틀림없다.
"Once bitten, twice shy","한번 물리면, 두 번째는 소심해진다."
After that you get a second wind and then at about 6am to 8am you really start feeling tired. ,그 후에 너는 다시 에너지를 얻을 것이고 그리고나서 6시에서 8시경 너는 정말 피곤해지기 시작한다.
"I did not want to work on the fundraising committee, but I feel I was bulldozed into it.","저는 모금위원회에서 일하고 싶지 않았지만, 강요당했다는 느낌이 듭니다."
I got off on the wrong foot.,일이 처음 부터 꼬였어요.
You just own this and break a leg. ,이걸 그냥 가지고 있으면 행운이 찾아올거야. 행운을 빌어.
The chief of security said that his team would leave no stone unturned in nabbing the miscreants.,보안 책임자는 그의 팀이 범죄자들을 잡는데 수단과 방법을 가리지 않을 것이라고 말했습니다.
"Though he knew all about the matter, he refused to divulge it to anyone, only saying that curiosity killed the cat.","그는 그 문제에 대해 모든 것을 알고 있었지만, 호기심이 지나치면 위험할 수가 있다고만 말하면서, 그것을 누구에게도 밝히기를 거부했습니다."
Everybody's goinng banannas!,다들 환호하고 있어!
I guess I want to have my cake and eat it too.,아마 난 두마리 토끼 다 잡고 싶어 하나봐.
"They asked me to make a speech, but I did not prepare anything, so I just winged it.","그들은 나에게 연설을 해 달라고 했지만, 아무 것도 준비하지 않았으니 그냥 내 맘대로 해야겠어."
"The clock was broken, so he fiddled around with it until he got it to work.",시계가 고장 나서 그는 시계를 작동시킬 때까지 만지작거렸습니다.
I gave him a piece of my mind.,나는 그에게 내 마음을 털어놨습니다.
"After investing all his money in the stock market, he lost his shirt when the market crashed.",그는 주식시장에 전 재산을 투자했다가 시장이 폭락하자 전 재산을 날렸습니다.
"His CD is becoming so popular, it is selling like hotcakes.",그의 CD는 인기가 많아져서 날개 돋친 듯 팔리고 있습니다.
Do unto others as you would have them do unto you,네가 대접 받고 싶은 대로 사람들에게 대해라.
You can say that again.,네 말이 맞아.
"Clearly, things went south.",딱봐도 뭔가 나빠졌어.
"We know that we would never reach an agreement over this matter, so its better to let sleeping dogs lie and not discuss it anymore.","우리는 이 문제에 대해 결코 합의에 이르지 못할 것이라는 것을 알고 있기 때문에, 긁어 부스럼 만들지 않고 더 이상 그것에 대해 논의하지 않는 것이 더 낫습니다."
I haven’t been feeling very out of sorts happy lately. I am out of sorts.,요즘 기분이 그렇게 좋지 않아. 기분이 안 좋아.
The disgraced politician was left to ride out the storm as he refused to resign.,불명예스러운 정치인은 사임을 거부하면서 고비를 이겨낼 수 있었습니다.
All this publicity has had a snowball effect on the sales of their latest album.,이런 모든 평판 덕분에 그들의 최신 앨범 판매고가 눈덩이처럼 불어나고 있다.
John was always ready to go fishing at the drop of a hat.,존은 기회만 있으면 지체없이 낚시하러 가려고 한다.
She's always trying to mooch a ride from her coworkers instead of taking public transportation.,그녀는 대중교통을 이용하는 대신 항상 동료들의 차를 타려고 노력합니다.
My new car has needed repair four times since I bought it. I ended up buying a lemon.,새 차를 산 이후로 네 번이나 수리가 필요했어요. 결국 작동하지 않는 제품을 샀어요.
"It's getting late, and I want to finish this project and go home. Let's wind things up.","시간이 늦어지고 있는데, 이 프로젝트를 끝내고 집에 가고 싶어요. 마무리 짓도록 하죠."
Please don’t breathe a word of this to anyone.,아무에게도 이것에 대해 아무 말도 하지 말아 주세요.
I would really like to get out of going to the holiday party.,나는 휴일 파티에 가지 않고 싶다.
"Beside that, everything's peachy. Thanks for asking.","게다가 모든게 다 좋아요, 물어봐줘서 고맙네요."
I hated dinner last night. It turned out being a greasy spoon.,어제저녁은 은 너무 싫었다. 알고 보니 그 식당은 싸구려 식당이었다.
The job interview went very well; I'm confident that it's in the bag.,취업 면접은 아주 잘 진행되었다. 나는 그것이 확실하다고 확신한다.
He got his new car for a song.,그는 새로운 자동차를 헐값으로 얻었다.
Everyone needs to pitch in so that we can get the work done and go home.,우리가 일을 끝내고 집에 갈 수 있도록 모두가 힘을 보태야 합니다.
Dan is a great choice. He is already a huge advocate of the devil's.,댄은 잘할 거예요. 이미 악마의 대변인 이거든요.
She's very smart. She's nobody's fool.,굉장히 똑똑하죠. 유능한 분이에요.
"Lefkovitz is on very thin ice with the school district and the teachers unnion. One more screwup, and he'' never teach again.",그 선생 지금도 아슬아슬해요. 학교와 교원 노조 규칙에 따라서 또 문제 일으키면 다신 못 가르쳐요.
"I know you just started investing in stocks, so I hope you don't count your chickens before they hatch.","네가 주식 투자를 막 시작했다는 것 알아. 그래서 말인데, 절대 김칫국 마시지 말았으면 좋겠어."
Big Brother show controversy is more than a storm in a teacup for most of the viewers.,빅 브라더 쇼 논란은 대부분의 시청자에게 쓸데 없는 소동 그 이상입니다.
He complains that his wife is always nagging him to do things around the house.,그는 아내가 항상 집안일을 하라고 잔소리를 한다고 불평합니다.
I did dig up some dirt on you to use as blackmail in case things go south.,혹시 몰라서 뒤를 캐봤죠. 일이 틀어지면 협박용으로 쓰려고요.
I finally got into the swing of things.,마침내 사무실 일에 적응했다.
I believe I was given a raw deal.,저는 제가 부당한 대우를 받았다고 생각합니다.
She's had a difficult life. She's been put through the mill.,그녀는 힘든 삶을 살아왔어요. 공장에서 고생했어요.
I’ll be going under the knife next week for some minor surgery.,다음 주에 소형 수술을 받으려고 칼 아래로 가야 해.
He hits the bottle every time he has family trouble.,그는 가정형편이 어려울 때마다 술을 마십니다.
She let on that she knew my secret.,그녀는 나의 비밀을 알고 있다고 발설했습니다.
You hit the nail on the head. Don't worry. I'm going to finish the rest of it later.,정곡을 찌르는 구만. 걱정 마. 나머지 부분은 나중에 먹을 거야.
She had called in sick to work but had egg on her face when seen at the store.,"그녀는 아파서 회사에 전화했었지만, 가게에 있는 것을 보고 당황했습니다."
What is on the boob tube tonight?,오늘밤 텔레비전에는 뭔가 나와?
All this argument because of deciding on who should do the dishes? What a storm in a teacup.,누가 설겆이를 해야 하는 것 때문에 이 모든 논쟁이 벌어졌다고? 쓸데 없는 소동이네.
The whole town was quick to jump on the bandwagon when people began to realize the home team would win the championship.,"사람들이 홈팀이 우승할 것이라는 것을 깨닫기 시작했을 때, 온 마을이 재빨리 시류에 편승했습니다."
It is advisable to drink lots of water and eat food that cools you down during the dog days of summer.,여름철 복날에는 물을 많이 마시고 더위를 식혀주는 음식을 먹는 것이 좋습니다.
Everything is just peachy.,모든 게 그저 좋기만 해.
I imagine that one of them will break a leg. ,나는 그들중 한명이 행운을 빌어줄거라고 생각한다.
He had butterflies in the stomach when he was on the stage for the first time.,그가 처음으로 무대에 섰을 때 안절부절 못했다.
mom always gave me an advice that a penny saved is a penny earned.,엄마는 언제나 티끌 모아 태산이라고 조언해주셨다.
Take what she says with a grain of salt. She has quite an imagination.,그녀가 말하는 건 감안하면서 들어. 상상력이 아주 풍부해.
I shall do that at the drop of a hat.,나는 서슴없이 그렇게 할 것이다.
It feels like he let him off the hook because of his status.,그의 신분 때문에 눈 감아 준 것 같아요.
My job is very boring; I think I'm in a rut.,나의 일은 매우 지루하다. 나는 내가 틀에 박힌 것 같다.
Her performance at the talent show made such a hit that she was invited to perform at other events.,장기자랑에서 보여준 그녀의 연기는 큰 인기를 끌어서 다른 행사에 초대를 받았습니다.
"Because she was the boss's daughter, she liked throwing her weight around the office and telling everyone what to do.",상사의 딸이었기 때문에 그녀는 사무실을 돌아다니며 모두에게 말하는 것을 좋아했다.
Do to others as you would have them do to you.,대접받으려거든 남을 대접해라.
It's just a minor scratch on the car; there's no need to make a federal case out of it.,차에 가벼운 흠집이 난 것뿐이니 과민 반응할 필요는 없습니다.
I can't answer your question. I have my own bigger fish to fry.,저는 대답할 수 없어요. 제 코가 석자라.
We need to pinpoint the cause of the problem.,우리는 문제의 원인을 정확히 알아내야 해.
He is at fault for all the errors on the computer.,그는 컴퓨터의 모든 오류에 책임이 있습니다.
It was a free-for-all in the classroom.,그건 교실에서 맹령한 싸움이였다.
I have decided to bite the bullet.,나는 이를 악물고 참기로 했다
"That news came straight from the horse's mouth, so its true.",그 소식은 바로 정확한 소식통에서 나온 것이므로 사실입니다.
Sometimes he's nasty and insulting. He can really dish out.,가끔은 심술궂고 모욕적인 행동을 하기도 해요. 정말 혼낼 수도 있어요.
I knew I blew it when I forgot my lines in the play.,"극중 대사를 잊어버렸을 때, 나는 망해버렸다는 것을 알았습니다."
This chocolate cake is the best I have ever had. It’s out of this world.,이 초콜릿 케이크는 제가 먹어본 것 중에 최고입니다. 정말 훌륭합니다.
"When I get my business off the ground, the world will be my oyster.",내 사업을 시작하면 난 뭐든 할 수 있을거야.
He is in a jam and needs some help.,그는 곤경에 처해 있고 도움이 필요해.
It would be better than never interested.,관심 없는 거보다는 꾸미는 게 나아요.
He will finally take his project and get it off the ground in the coming year.,그는 마침내 내년에 그의 프로젝트를 착수할 것입니다.
He needed to pin her down as to the date for the meeting.,그녀가 회의 날짜를 정확히 정하도록 해야 했어.
I've got bigger fish to fry right now.,저 당장 더 중요한 일이 좀 있어요.
I suggest you wrap your head around that and do your job.,나는 네가 그것을 받아들이고 너의 일을 하기를 제안해.
Do you mind if we put date night on ice for a few weeks until we get done with this project at work?,회사에서 이 프로젝트 끝날 때까지 우리 데이트 잠시 미뤄도 될까?
"My boss doesn't say much, but every now and the he hits the nail on the head.","우리 사장님은 별로 말을 하지 않지만, 이따금씩 효과적으로 말씀을 하셔."
He has no backbone because he was afraid to reprimand her.,그는 그녀를 질책하는 것이 두려웠기 때문에 용기가 없습니다.
When will this check clear my bank?,이 수표가 제 은행을 통과하는게 언제가 될까요?
A dime a dozen,십중팔구
Please pick up a gallon of milk when you go to the grocery store.,장보러 가실 때 우유 한 갤런 사다 주세요.
"Sales have been very slow this season, but this was the worst week of all. It seems like it's going from bad to worse.",올 시즌 매출이 많이 부진했지만 이번 주는 최악의 한 주였습니다. 점점 더 악화되는 것 같습니다.
There wasn't any elbow room.,거기에는 충분한 공간이 없었어.
"Even though he never worked a day in his life, he told everyone that he was a successful attorney. He was giving everyone a snow job.",그는 일한 적이 없어도 모든 사람에게 성공한 변호사라고 말했습니다. 그는 모든 사람에게 과장된 이야기를 하고 있었습니다.
"After the business meeting when our supervisor left, we spoke about our personal lives and let our hair down.","상사가 자리를 비운 후, 우리는 개인적인 생활에 대해 이야기를 나누며 긴장을 풀었습니다."
She'll make a great wife and mother; she has both feet on the ground.,그녀는 훌륭한 아내이자 어머니가 될 것입니다. 그녀는 실용적입니다.
my mom's soup never gets old.,엄마표 스프는 언제 먹어도 맛있어 안 질려.
"We need to find employees for the new company, but all the talented ones are already working. It looks like we need to scrape the bottom of the barrel and hire people with less talent.","새로운 회사에 직원을 구해야 하지만 이미 모든 재능있는 사람들이 일하고 있어요. 우리는 최선을 다한 후 남은 것은 무엇이든 다 가져가고, 덜 재능 있는 사람들을 고용해야 할 것 같습니다."
You'll get the runaround if you ask to see the manager.,"당신이 책임자를 만나겠다고 하면, 이리 가라 저리 가라 하며 바람 맞히게 될 것이다."
"If you think I believe that you won the lottery, you're pulling my leg.","내가 당신이 복권에 당첨되었다고 생각한다면, 당신은 바보입니다."
"Even though she is upset about the fight she had with her friend, she put up a good front and smiled the whole time they were together.",친구와 싸운 것에 대해 화가 나도 그녀는 좋은 모습을 보여주며 그들이 함께 있는 내내 미소를 지었습니다.
I have got a brainstorm! Let’s start giving out free samples of our products.,묘책이 생겼습니다! 제품 샘플을 무료로 나눠드리겠습니다.
He has had to put up with her terrible disposition if he wanted to remain married to her.,그는 만약 그가 그녀와 계속 결혼하고 싶다면 그녀의 지독한 기질을 견뎌야 했습니다.
It looks like he’s really gone to pot.,그는 정말로 망가져가는 것 같아.
That story never gets old.,그 얘긴 언제 들어도 재밌어요.
He keeps talking to himself. I think he's not playing with a full deck.,그는 계속 혼잣말을 합니다. 제 생각에 그는 비정삭적이지 않은 것 같습니다.
I don't like to throw my money down the drain.,저는 돈을 낭비하고 싶지 않습니다.
"you're barking up the wrong tree because as long as you're around, Howard is out of the will.","완전히 헛다리 짚은 줄 알아. 네가 있는 한, 하워드한테는 유산 한 푼도 못 줘."
I have butterflies in my stomach due to the presentation this afternoon.,오늘 오후에 있을 발표 때문에 긴장돼서 속이 울렁거립니다.
"She did not know whether to say yes or no to the proposal, she was sitting on the fence.","그녀는 그 제안에 동의해야 할지 말아야 할지 몰랐다, 그녀는 결정을 내리지 못하고 있었습니다."
"Being a bachelor degree graduate may have been enough 20 years ago, but these days they're a dime a dozen, says Josh Licence.","20년 전만 해도 학사 졸업자로 충분 했을 지 모르지만 요즘은 흔하다고 조쉬 라이센스는 말한다,"
"If you get mad and quit your job, you'll be burning your bridges behind you.",네가 화가 나서 일을 때려친다면 돌이킬 방도가 없게 될거야.
I am beginning to feel under the weather.,조금 몸이 안 좋아지고 있다.
She worked many hours getting ready for the party and knocked herself out.,그녀는 파티 준비를 위해 여러 시간 동안 일을 했고 기절했습니다.
It's the elephant in the room.,이건 골치 아픈 문제이다.
"David is a dependable driver; he always comes through on any delivery request, come rain or shine.",David는 신뢰할 수 있는 운전자입니다. 그는 비가 오나 눈이 오나 항상 배달 요청을 처리합니다.
I am very impressed that you actually had your book published. I take my hat off to you!,당신의 책이 출판되었다는 것이 정말 놀랍습니다. 당신에게 경의를 표합니다!
It takes one to know one. ,뭐 눈엔 뭐만 보이지.
You're flogging a dead horse trying to persuade him to come with us – he hates going out at night.,네가 우리랑 함께 하도록 걔를 설득하려고 하는 건 헛수고 하고 있는 거야. 걔는 밤에 나가는 것을 싫어해.
"If things to south, I just want you to know it's been an honor being able to boss you around.","일이 잘못되면, 이것 만은 알아주세요. 서장님을 상관으로 모셔서 영광이였어요."
"As far as I am concerned, the ball is in your court.","내 생각에는, 공은 니가 쥐고 있다."
The possibility of her receiving a full scholarship is very far-fetched.,그녀가 전액 장학금을 받을 가능성은 매우 희박합니다.
They kept bottles of booze behind the bar.,그들은 술집 뒤에 술병을 보관했습니다.
Break a leg!,잘해봐!
The little girl has been wearing second-hand clothes from her older sister for the past year.,그 작은 소녀는 작년부터 자신의 언니가 입었던 중고 옷을 입고 있어요.
"He won't work; if he needs money, he'll hustle someone.","그는 일을 하지 않을 것이고, 돈이 필요하면 누군가를 재촉할 것입니다."
"I am not done yet, I can't call it a day I need to work more for couple of hours.","아직 안 끝났어요, 오늘은 몇 시간 더 일해야 할 것 같아요."
Let's break a leg. Thanks. We sure hope so.,대박 나자. 감사합니다. 대박나면 좋겠어요.
There's a method to his madness,그럴만한 이유.
"After all the negative press, his reputation was in tatters, but it was his own fault, so he had to weather the storm.","모든 부정적인 언론 보도 후에, 그의 명성은 엉망이 되었지만, 그것은 그 자신의 잘못이었고, 그래서 그는 고비를 견뎌야 했습니다."
I have done it by half. Now the ball is in your court. Please finish it up.,"내가 반은 했으니 이제 네 차례야, 마무리 해줘."
you want somebody to hold your hand annd say it's ok to go on a wild goose chase.,이런 부질 없는 짓 해도 좋다고 말해줄 사람을 원하는 거야.
"If I had worked on the project on time, everything would have been right as rain.","만약 내가 그 프로젝트를 제 때 했더라면, 모든 것이 아주 좋았을텐데."
you're barking up the wrong tree.,헛다리 짚었어요.
I fell for her as soon as I met her.,만나자마자 홀딱 반했어요.
I keep my eyes on the ball.,제가 맡은 일에만 전념하고 있습니다.
We were always so friendly in the office. I cannot believe that he stabbed me in the back and tried to have me fired.,우리는 항상 사무실에서 친절했습니다. 그가 나를 배신하고 나를 해고하려고 내 뒤통수를 쳤다는 사실을 믿을 수 없어요.
I live inn a place where I can enjoy the best of both worlds since it's near the big city.,우ㅜ리 집은 큰 도시와 가까이 있기 때문에 난 양쪽의 장점을 다 누리고 살아.
he is spilling the beans.,그는 자백 중이다.
"What we have here is the perfect storm. Old pips, water line blockage. ","여러가지 안 좋은 일이 한꺼번에 터졌어요. 오래된 배관에, 수로가 막혔고."
I don't want to know if Tony is dating other women; ignorance is bliss. ,토니가 다른 여자들을 만나고 다니는지 알고 싶지 않아. 모르는 게 약이야.
I'll be here for you even if things go south.,상황이 나빠지더라도 너의 옆에 있어 줄게.
"Don't worry Jennny, every cloud has a silver lining.","제니야 걱정하지마, 고생 끝에 낙이 오니까."
She is saving money to get ahead.,그녀는 앞으로 나아가 돈을 모으고 있다.
We will gibve Edie the cold shoulder.,우리는 에디한테 쌀쌀맞게 대할거야.
"If you drop out of school now, you'll be burning your bridges behind you.",지금 학교를 그만 두면 나중에 되돌릴 수 없게 돼.
"Even though you want me to take the new job, I need to sleep on it before I give you my decision.","당신이 새로운 직장을 받아들이길 원하면, 내 결정을 내기 전에 잠깐 생각해야 해요."
"I got fire and to add insult to injury, I was dumped by her.","나 해고 됐는데, 설상가상으로 여자친구한테도 차였어."
It doesn't take a rocket scientist to know that smoking is bad for your health.,담배가 건강에 안 좋다는 것은 누구나 알 수 있는 것이다.
The grandmother was on cloud nine to see her grandson after a long time.,할머니는 오랜만에 손자를 보는 것에 너무나 행복해 했습니다.
He reminds me so much of his father. He's a chip off the old block.,아버지 생각이 많이 나요. 그는 아버지를 쏙 빼 닮았네요.
"Yesterday, we had almost no customer, but today, it's getting too hard to handle all, really it never rains but it pours.","어제는 손님이 거의 없었지만, 오늘은 모든 것을 감당하기가 너무 어려워졌어요. 정말로 좋은 일이든 나쁜 일이든 한 꺼번에 일어나네요."
He thinks his team is the best in the league. He is really gung ho this season.,우리 팀이 리그 최고라고 생각해요. 이번 시즌에는 정말 열정적이에요.
I've had a crush on her since 5th grade.,난 5학년 때부터 그녀에게 반했어.
"After a refreshing vacation by the sea, I now feel fit as a fiddle.","바닷가에서 상쾌한 휴가를 보낸 후, 저는 이제 몸이 아주 좋아졌습니다."
"My father doesn't like him very much, but my mother thinnk he's the best thing since sliced bread!",나는 아버지를 아주 좋아하진 않는다. 하지만 엄마는 아빠가 대단하다고 생각한다.
She has gall.,그녀는 뻔뻔하다.
"I am shy, so when I go to a cocktail party, I am ill at ease.",저는 부끄러움이 많아서 칵테일 파티에 가면 마음이 편치 않습니다.
you'd better get your act together.,정신 좀 차리시는게 좋을 거예요.
Do your homework. No buts.,어서가서 숙제해. 예외는 없는 거야.
I'll end up going bananas if I have to work in this cubicle for one more day!,이 좁은 칸만이 안에서 하루 더 일해야 한다면 난 결국 미쳐버릴 거야!
"As the saying goes, Look before you leap. I make sure that every detail is covered and that the contracts are free of loopholes. ","‘돌다리도 두드려 보고 건너라'는 속담처럼 모든 세부사항이 다루어졌는지, 허점은 없는지 확인합니다."
you should not take additional tasks. Please don't bite more than you can chew.,추가적인 일을 맡으면 안 돼요. 무리 하지 마세요.
"Try not to rush through things, even though you are in a hurry. After all, haste makes waste.","비록 당신이 급할지라도, 일을 서두르지 않도록 노력하세요. 결국 서두르면 일을 그르치게 됩니다."
My doctor wants me to cut down on sugar.,의사 선생님이 설탕을 줄이길 원하십니다.
They have a lot of evidence against that criminal. They are going to throw the book at him at the trial.,그들은 그 범죄자에게 불리한 많은 증거를 가지고 있습니다. 그들은 재판에서 그에게 법을 어긴 죄로 엄중히 처벌할 겁니다.
Ignorance is bliss,모르는 게 약이다.
"I told her I would help her in her job, but it seems that’s all I’ve been doing lately. I think I bit off more than I could chew.","제가 그녀의 일을 돕겠다고 말했지만, 요즘 제가 하는 일은 그게 전부인 것 같아요. 저는 육체적으로나 정신적으로 감당할 수 있는 것 이상을 하려고 노력하고 있는 것 같아요."
A picture is worth 1000 words.,백문이 불여일견.
Prime Minister summed up the speech in the saying a stitch in time saves nine.,총리는 연설을 제 때의 한 바늘이 아홉을 절약한다는 말로 요약했습니다.
be positive. Every cloud has a silver lining.,항상 긍정적으로 절대 하늘이 무너져도 솟아날 구멍은 있다는 것.
My friend found out about the local politician. I got an earful.,내 친구가 그 지역 정치인에 대해 알게 됐어요. 귀를 쫑긋 세웠어요.
"Many innvestors wanted the CEO to resign, but he weathered the storm and kept his job.","많은 투자자들이 CEO의 사임을 원했지만, 그는 고비를 잘 넘겨서 자기 자리를 지켰다."
I almost came apart at the seams when I saw the taxicab hit my car.,택시가 내 차를 들이받는 걸 보고 화가 날 뻔 했어요.
