en,ko
She still holds a grudge and will not speak to him.,그녀는 여전히 꿍해 있고 그와 말을 하지 않을 것입니다.
It is advisable to drink lots of water and eat food that cools you down during the dog days of summer.,여름철 복날에는 물을 많이 마시고 더위를 식혀주는 음식을 먹는 것이 좋습니다.
Eating comes first!,금강산도 식후경이지!
"The village lies in the hottest part of the country and during the dog days of summer, the little stream that runs through it dries up completely.","그 마을은 그 나라의 가장 더운 지역에 놓여있고 여름의 복날 동안, 그 마을을 흐르는 작은 개울은 완전히 마릅니다."
I know you hate your co-worker. But don't burn your bridges behind you. You never know how you are going to be connected with im.,네가 동료들 싫어 하는 거 아는데. 그래도 너무 싹뚝 자르지 마. 언제 어떻게 그 사람이랑 연결될 지 모르니까.
please tell me there's method to your madness.,너의 그 이상한 행동에 어떤 사정이 있는지 얘기해줘.
It never rains it only pours.,설상가상이다.
"No pain, no gain",고통이 없으면 얻는 것도 없다
"The government introduced stricter regulations on pollution control only after the environmental damage was already severe, as if they were locking the stable after the horse had been stolen.",정부는 소 잃고 외양간 고치는 것처럼 환경 훼손이 이미 심각해진 뒤에야 더 엄격한 오염 관리 규정을 도입했다.
He's got two strikes against him already with his writing and phone skills.,그는 글쓰기와 전화 실력으로 성공할 가능성이 거의 없는 어려운 상황에 처해 있습니다.
He popped the question and asked her to marry him when they were scuba diving.,그는 스쿠버 다이빙을 하면서 결혼을 하자고 제안했어요.
I can't believe that you are upset because I was late. That is the pot calling the kettle black.,"제가 늦어서 화를 내시다니, 똥 묻은 개가 겨 묻은 개 나무라는 거예요."
How was the test? wasn't it a piece of cake?,시험 어땠어? 누워서 떡먹기 아녔어?
"I would like to lend you money, but we just bought a car and a house. My hands are tied.","너한테 돈을 빌려주고 싶지만, 우리는 방금 차와 집을 샀어. 어쩔 수가 없군요."
When you're second away from being murdered.,죽음이 바로 눈 앞에 닥쳤을 때
It seemed like they were willing to cut off their nose to spite their face.,그들이 기꺼이 남을 해치려고 하다가 도리어 본인들이 해를 입게 되는 것 처럼 보였다.
She knows all about office politics; she's been around for a while.,그녀는 사무실 정치에 대해 모두 알아요. 그녀는 오래 전부터 있어왔어요.
Don't cry over Jane. There are plenty more fish in the sea!,제인 때문에 울지 마. 세상에 널린게 여자야!
I kept my nose clean at school yesterday.,나는 어제 말썽 일으키지 않고 얌전히 학교에 있었다.
He is at odds with his boss.,그는 상사와 의견이 맞지 않습니다.
He completely lost his marbles after the stock market crash.,그는 주가 폭락으로 완전히 실성했다.
"I will give you the benefit of the doubt, but it'd better not happen again.","내가 이번 한번은 믿어주겠지만, 다시는 이런 일이 일어나서는 안돼."
There are too many fly-by-night advertising gimmicks that do not deliver real information of the product.,진짜 정보를 전달하지 않는 돈에 환장한 해서 한몫 챙기려고만 하는 광고 속임수들이 너무 많다.
The chief of security said that his team would leave no stone unturned in nabbing the miscreants.,보안 책임자는 그의 팀이 범죄자들을 잡는데 수단과 방법을 가리지 않을 것이라고 말했습니다.
What are you trying to get at?,뭘 말하려는 거야?
I begin my month-long vacation tomorrow; I'm in seventh heaven.,나는 내일부터 한 달간의 휴가를 시작한다. 나는 지금 아주 행복하다.
Your guess is as good as mine,나도 잘 몰라 낸들 알아?
He bit off more than he can chew.,송충이는 솔잎을 먹고 살아야 한다.
"I have been bit once, and have made a vow never to settle upon any woman while I live, again. ",난 한번 물린 경험이 있다. 그리고 내가 살아있는 동안 다시는 어떤 여자에게도 정착하지 않으리라 맹세했다.
"I wanted to tell her what I thought, but then I decided to let sleeping dogs lie.","저는 그녀에게 제 생각을 말하고 싶었지만, 긁어 부스럼 만들지 않기로 결정 했습니다."
Tom is a real prankster. He is always pulling someone's leg. ,톰은 정말 짓궂다. 그는 항상 누군가를 속여 먹는다.
"A mother with a large brood never has a peaceful day. A mother's days are typically filled with responsibilities, leaving little room for tranquility.",가지 많은 나무 바람 잘 날 없습니다. 어머니의 하루는 일반적으로 책임으로 가득 차 있어 평온할 여지가 거의 없습니다.
I work long hours and hardly get paid. his job is for the birds.,장시간 일하고 일당도 거의 받지 못했어. 이 일은 진짜 형편없어.
Live and learn,오래 살고 볼 일이다
Their spoiled children are so spoiled. They have every toy that you can imagine and don't seem to be appreciative.,그들의 버릇없는 아이들은 너무 버릇이 없어요. 그들은 상상할 수 있는 모든 장난감을 가지고 있고 고마워하지 않는 것 같아요.
A chain is only as strong as its weakest link.,아무리 강하고 훌륭해도 구성원 한 명 때문에 전체의 노력이 헛되이 되거나 실패 할 수도 있다.
"It's a known fact that a mother with a large brood never has a peaceful day, as her time is constantly occupied by the needs and demands of her children.",가지 많은 나무 바람 잘 날 없다는 것은 잘 알려진 사실입니다. 그녀의 시간은 자녀들의 필요와 요구로 끊임없이 바쁘기 때문입니다.
I need to complete four reports by tomorrow. I am swamped with work.,내일까지 4개의 보고서를 작성해야 해요. 일이 너무 많아서요.
Don't worry about what he said. He's just pulling your leg.,그가 얘기한 건 신경쓰지마. 너한테 농담 한거야.
"When I returned home from my date, my roommate wanted to know everything that had happened and gave me the third degree.","제가 데이트를 마치고 집에 돌아왔을 때, 룸메이트는 일어난 모든 일을 알고 싶어했고 저에게 장시간에 걸친 심문을 했습니다."
They laughm I laugh. It breaks the ice.,그들도 웃고 나도 웃어요. 그렇게 긴장이 풀리는 거죠.
"All politicians blame each other and tell themselves good, it's like pot calling the kettle black.",모든 정치인들이 서로를 비난하고 자신을 좋게 말하는 것은 마치 똥 묻은 개가 겨 묻은 개 나무라는 것과 같습니다.
"The company's employees often heard about competitors offering better benefits and salaries, leading them to believe that the grass is greener on the other side of the fence.","회사의 직원들은 경쟁업체가 더 나은 복리후생과 급여를 제공한다는 소식을 자주 들었고, 이로 인해 경쟁 업체의 상황이 더 나아 보인다고 믿게 되었습니다."
You have to be on the ball.,정신 바짝 차리고 있어야 해.
Okay. People don't expect a girl sitting back here to just be so on the ball.,알아요. 사람들은 여기 앉아 있는 여자가 일을 잘할 거라고 기대하지 않죠.
Do you think my idea to have a birthday party for our teacher will go over big?,선생님 생신 파티를 하자는 제 생각이 크게 받아들여질까요?
He has great respect for his coach and has put him on a pedestal.,그는 그의 코치를 아주 존경하고 그를 숭배해요.
"He acts just like his father. You know, the apple doesn't fall far from the tree.",아빠처럼 행동하는 거죠 부모나 가족처럼 행동하는 거 말이에요.
Sam's mischievousness and love for practical jokes seem to have been inherited from his grandfather. The apple doesn't fall far from the treein Sam's family.,샘의 짓궂은 장난과 짓궂은 장난에 대한 애정은 할아버지에게서 물려받은 것으로 보입니다. 사과는 샘의 집안 나무에서 멀리 떨어지지 않습니다.
"After all the negative press, his reputation was in tatters, but it was his own fault, so he had to weather the storm.","모든 부정적인 언론 보도 후에, 그의 명성은 엉망이 되었지만, 그것은 그 자신의 잘못이었고, 그래서 그는 고비를 견뎌야 했습니다."
"After 2 hours spending wandering, we realized we were on a wild goose chase.","두 시간 동안 방황한 후에, 우리가 부질 없는 짓을 하고 있다는 것을 깨달았어."
We've got a few days off work so lets make hay while the sun shines and do some landscaping around the back of the house.,휴가가 며칠 남았으니 기회가 있을 때 집 뒤편에서 조경을 좀 합시다.
"I've told him numerous times to manage his routine effectively, but I think I've just been flogging a dead horse.","저는 그에게 그의 일상을 효과적으로 관리하라고 여러 번 말했지만, 저는 그냥 헛수고 하고 있었던 것 같습니다."
He remembered the old adage Look before you leap. ,그는 돌다리도 두드려 보고 건너라.라는 옛 속담이 생각났다.
my god! pull yourself together!,이럴 수가! 정신 좀 차려!
After forty years in politics I think it's time for me to call it a day.,내가 정계에서 40년을 보냈으니 이제 그만할 때도 되었다고 생각한다.
Out of the frying pan and into the fire is change too. ,갈수록 태산이어도 변화는 변화야.
I've never seen so many flowers at a wedding. Do you think maybe you've gone overboard?,"결혼식에서 이렇게 많은 꽃을 본 적이 없는데, 혹시 과한 것은 아닐까요?"
keeping your team in by the skin of your teeth isn't sufficient qualification for captaincy.,팀을 간신히 유지시킨다면 주장으로서의 자격이 충분하지 않.
"After failing a math test, Tom had to go home and face the music. ","수학 시험에 떨어진 후, 톰은 집으로 돌아와 현실을 받아 들여야 했다."
Then use me. I'll be your devil's advocate.,그러면 날 활용하세요. '의도적 반대자' 역할을 할 테니까.
The company went down in flames after reports came out that it had been financing illegal activities.,그 회사는 불법 행위에 자금을 조달해 왔다는 보도가 나오자 파멸했습니다.
please don't get bent out of shape when you hear the bad news.,좋지 않은 소식을 듣고 화내지 않았으면 좋겠어.
His boss found out he has been stealing from the cash register. He's a goner.,그의 상사는 그가 금전 등록기에서 훔치고 있다는 것을 알게 되었습니다. 그는 문제가 생겼어요.
I did not like where he brought me last night. It was a real dive.,어젯밤 그가 데려온 곳이 마음에 들지 않았습니다. 평판이 좋지 않았습니다.
I think actions speak louder than words.,나는 말보다 행동이 중요하다고 생각해요.
He took on a great challenge when he became the CEO of a bankrupt company.,그는 파산한 회사의 CEO가 되었을 때 큰 도전을 했습니다.
"It's on a wild goose chase, if you ask me.",이러는 건 다 부질 없는 짓이에요.
The results of the examination have yet to be made. Don't count your chickens.,합격자 발표가 아직 안 났으니 김칫국부터 마시지 마라
I heard that you have rejected my proposal. I'm upset and have a bone to pick with you.,저의 제안을 거절하셨다고 들었습니다. 저는 당신에게 따질 일이 있습니다.
"Although she is very quiet and soft-spoken, I was told that she rules the roost in her family.","그녀는 매우 조용하고 부드러운 성격이지만, 그녀가 그녀의 가족에서 대부분의 결정을 내린다고 들었어요."
"I know it is a big decision, but you shouldn't dwell on it all day.","그것이 큰 결정이라는 것을 알지만, 당신은 하루 종일 그것에 연연해서는 안 됩니다."
"If you want to believe that the moon is made of green cheese, and that aliens abduct people, that's up to you.","터무니 없게도 외계인이 사람들을 납치한다고 믿고 싶다면, 그건 너에게 달렸어."
It takes one to know one. ,뭐 눈엔 뭐만 보이지.
"Practice makes perfect, so I kept baking apple pies until they were just right.","자꾸 연습하면 잘하게 되니까, 제대로 될 때까지 계속 애플파이를 구웠지."
We really can't compare the data any more. It's just apples and oranges.,우리는 그 자료를 더이상 비교 할 수 없다. 그 자료는 비교할 수 없다.
Stock markets have been going suth after the chairman of the Federal Reserve said the central bank would continue raisinng interest rates.,연방준비제도의 의장께서 중앙 은행이 금리 인상을 계속 할 것 이라고 말을 한 후에 주식 시장이 나빠지고 있다.
You will need more facts before you go into business. Don't jump the gun.,사업을 시작하기 전에 더 많은 정보가 필요합니다. 서두르지 마세요.
"I told her I would help her in her job, but it seems that's all I've been doing lately. I think I bit off more than I could chew.","제가 그녀의 일을 돕겠다고 말했지만, 요즘 제가 하는 일은 그게 전부인 것 같아요. 저는 육체적으로나 정신적으로 감당할 수 있는 것 이상을 하려고 노력하고 있는 것 같아요."
"It's about time, but better late than never.","이제야 하는군요, 하기야 늦더라도 아예 안 하는 것보다야 낫겠지요."
Over my dead body.,절대 안돼.
The party really got out of hand when they started drinking alcohol.,파티는 술을 마시기 시작하면서 망가졌다.
Look before you leap,돌다리도 두드려보고 건너라.
"In any negotiation, the devil is in the detail.",어떤 협상이라도 사소한 부분이 전체 결과를 좌지우지 하게 될 수 있습니다.
"Where ignorance is bliss, Tis folly to be wise.",무지가 지복인 곳에서 현명한 것은 어리석다.
She apologized for having rained on my parade.,내 하루를 망쳐놓아서 그녀가 나에게 사과했다.
"If you get mad and quit your job, you'll be burning your bridges behind you.",네가 화가 나서 일을 때려친다면 돌이킬 방도가 없게 될거야.
She's very smart. She's nobody's fool.,굉장히 똑똑하죠. 유능한 분이에요.
A leopard cannot change its spots.,제 버릇 개 못 주는 법
She is the most successful go-getter salesperson I've ever seen. She's a real go-getter.,그는 가장 능력자 사람 중 하나에요. 그는 아주 능력이 있는 사람이에요.
"Listen, Frank, all I'm asking is that you play devil's advocate.","프랭크, 그냥 오셔서 반대 의견만 말하시면 돼요."
A friend in need is a friend indeed.,어려울 때 친구가 진정한 친구다.
The strike was going smoothly until the fly in the ointment emerged which wage disputes with some union members.,파업은 일부 노조원들과 임금 분쟁에 관한 문제가 나타날 때까지 순조롭게 진행됐다.
I have told her that she should stop smoking a thousand times. Don't even mention it to her; you'll be wasting your breath.,나는 그녀에게 흡연을 그만두라고 천 번 이야기했어. 그녀에게도 그것에 대해 언급하지 마; 그녀한테 기운을 낭비하게 될 거야.
Now you see how it feels to have someone call you names. I glad I get to know this is like getting a taste of your own medicine.,너 이제 누가 너한테 욕을 하는게 어떤 기분인지 알겠네. 자업자득 이란 걸 알게 되서 다행이야.
This movie never gets old.,이 영화는 절대 질리지 않아.
Even a worm will turn.,지렁이도 밟으면 꿈틀한다.
"Our new teacher looked like a fish out of the water, nobody was aware of the issue.","우리의 새로운 선생님은 어색해보였는데, 아무도 그 것을 알아 차리지 못했다."
"A few years back he was as fit as a fiddle, but long work hours and little sleep has wrecked his body.","몇 년 전에 그는 아주 건강했지만, 긴 근무 시간과 거의 잠을 자지 못해서 그의 몸이 망가졌습니다."
Last week the department store jacked up all their prices.,지난 주에 백화점에서 모든 가격을 올렸습니다.
Now that he has financial difficulties he will realize that a penny saved is as good as a penny earned.,그는 경제적으로 어렵기 때문에 아끼는 게 버는 거란 걸 깨닫게 될 거야. 
"The city's population is growing rapidly. To make matters worse, half of our nurses are due to retire in the next fifteen years.",도시의 인구는 빠르게 증가하고 있습니다. 설상가상으로 우리 간호사의 절반이 향후 15년 안에 은퇴할 예정입니다.
"My neighbor had applied for the post of architect in a big project, but did not cut the mustard.","제 이웃은 큰 프로젝트에서 건축가 자리에 지원했지만, 기대에 부응하지는 못했습니다."
"There haven't been any tourists this year, and the hotels, campsites, and restaurants are having to weather the storm until things pick up again.","올해는 관광객이 한 명도 없었고, 호텔, 야영지, 그리고 식당들은 상황이 다시 회복될 때까지 이 고비를 견뎌야 합니다."
"Superhero sequels are a dime a dozen at the cineplex, and they often suffer from quality-control issue.","슈퍼 히어로 속편은 시네플렉스에서 흔히 볼 수 있으며, 품질 관리 문제로 어려움을 겪는다."
Get a second wind.,새로운 활력을 얻다.
"He never practiced the piano, so the bottom line is, he can't play very well.","그는 피아노 연습을 한 적이 없어서, 결론은, 그가 연주를 잘 못한다는 것입니다."
"I was so upset last night, that I drowned my sorrows at the bar.",어젯밤에 너무 화가 나서 바에서 슬픔에 잠겼습니다.
Stop whinning and pull yourself together.,그만 징징 거리고 정신 좀 차려.
"But truth is, that we all have a skeleton in the closet.",하지만 누구에게나 비밀은 있는 법이에요.
The old man that used to live in that house is now six feet under. He died a few months ago.,그 집에 살던 늙은 남자는 이제 묻혔어요. 그는 몇 달 전에 죽었어요.
This chocolate cake is the best I have ever had. It's out of this world.,이 초콜릿 케이크는 제가 먹어본 것 중에 최고입니다. 정말 훌륭합니다.
Can you let me off the hook this time? I just drank a little soju.,그냥 이번만 봐주시면 안될까요? 저 소주 몇 잔 밖에 안 마셨어요.
"Even though we had a fight, let's try to patch things up.","비록 우리가 싸웠더라도, 우리는 일을 해결하려고 노력해요."
I am beginning to catch on to this algebra.,나는 이 대수학을 이해하기 시작했습니다.
He doesn't watch television often. Only once in a blue moon.,텔레비전을 잘 안 봐요. 가끔.
It ain't over till the fat lady sings.,끝날 때 까지 끝난 게 아니다.
Cookinng a decent meal isn't rocket sience if you follow a recipe.,만약 레시피를 따르면 괜찮은 식사를 만드는 건 어렵지 않아요.
She put her cards on the table and told everyone what she really thought.,"그녀는 솔직하게, 그녀의 진짜 생각을 모두에게 말했습니다."
"Inn trying to build a house by himself, he had bitten off more than he could chew.","그는 혼자 집을 지으려고 했지만, 그에게는 힘에 벅찬 일이었다."
The police were asking him about the robbery. He knew he had to tell everything he knew and let the chips fall as they may.,경찰은 그에게 강도 사건에 대해 묻고 있었습니다. 그는 자신이 알고 있는 모든 것을 말하고 결과에 상관없이 행동해야 한다는 것을 알고 있었습니다.
"Everything was perfect, but her personality was a fly in the ointment.","그녀의 모든 게 완벽 했지만, 성격이 옥의 티였다."
"The inventor spent years experimenting with different ideas and prototypes, understanding that ""nothing ventured, nothing gained.""","발명가는 수년 동안 다양한 아이디어와 프로토타입을 실험하면서 ""호랑이 굴에 들어가야 호랑이를 잡는다""는 사실을 이해했습니다."
I couldn't believe how crazy she acted last night. She belongs in the loony bin!,어젯밤에 그녀가 얼마나 미친 짓을 했는지 믿을 수가 없었어요. 그녀는 정신병원에 속해 있어요!
To make matters worse,설상가상으로
Who did you go steady with in high school?,고등학교 때 누구와 굳은 연애를 했어요?
"Because he came home from the party so late, his father said he will start to clamp down on his curfew.","파티에서 너무 늦게 귀가했기 때문에, 그의 아버지는 통금을 단속 하기 시작할 것이라고 말했습니다."
"Tim contemplated switching to a different mobile phone provider, thinking that the grass is greener on the other side of the fence, despite being satisfied with his current plan.",팀은 현재 계획에 만족하면서도 남의 떡이 더 커 보인다고 생각하면서 다른 휴대전화 제공업체로 바꾸는 것을 고려했습니다.
"I used to be a big player in the stock market, but all my investments have gone south lately.","난 증권시장에서 잘나갔었지만, 최근에 투자자들이 급격히 없어졌어."
Some people say you need a lot of will power to quit smoking.,어떤 사람들은 담배를 끊으려면 강한 의지력이 필요하다고 말합니다.
He started the meeting by telling a joke. He was hoping the joke would break the ice.,그는 농담으로 회의를 시작했습니다. 그 농담이 분위기를 완화 시키기를 바라고 있었습니다.
Don't count your chickens before they are hatched. ,떡 줄 사람은 생각지도 않는데 김칫국부터 마신다.
Can you please buy my lunch today? I am strapped for money until payday next week.,오늘 점심 사주실 수 있나요? 다음 주 월급날까지 돈이 없어요.
It is well known among security experts that passwords are the weakest link in cybersecurity.,"보안전문가들에게 잘 알려진 사실이지만, 패스워드가 사이버보안에 있어 가장 취약한 부분이다."
I've under the weather since last week.,지난주부터 컨디션이 좋지 않았어.
He didn't believe me when I said that I didn't have any skeletons in my closet.,난 털어도 먼지 하나 안 난다고 말했을 때 그는 나를 믿지 않았습니다.
She thanked me from the bottom of her heart.,그녀는 마음 한가득 감사의 말을 했다.
"Sarah hurried through her work, trying to finish it quickly, but as the saying goes, more haste, less speed, and she ended up making mistakes that took even more time to correct.","Sarah는 일을 빨리 끝내려고 서둘렀지만, 급할수록 돌아가라는 속담처럼, 결국 수정하는 데 더 많은 시간이 걸리는 실수를 저지르고 말았습니다."
A lot of companies are finding ways to cut corners lately.,많은 회사들이 일반 절차와 다르지만 비용 절감할 방법들을 찾고 있다.
"Thanks, I appreciate it. It's funny how small changes can make a big difference, even if we can't quite pinpoint what they are.",고마워. 콕 찝어 그게 뭔지 말은 못하겠지만 작은 변화때문에 달라보일수 있다는게 참 재미있다.
"Despite the rain on our camping trip, we decided to make the best of it and played card games in the tent.","비록 우리의 캠핑 여행에서 비가 내렸지만, 우리는 최선을 다하기로 결정했고 텐트에서 카드 게임을 했습니다."
"Now that we have cleaned our house, it looks spic and span.",우리 집을 청소하고 나서 그것은 아주 깨끗해 보여요.
A penny for your thoughts?,뭘 생각 하고 있나요
It's raining cats and dogs out there. ,밖에 비가 너무 많이 내리고 있어.
The new publicity manager is really on the ball.,새 홍보 부장은 일이 돌아가는 사정을 정말 훤히 꿰고 있다.
Don't rain on somebody's parade.,다 된 밥에 재 뿌리지 마라
"In the business world, entrepreneurs often invest time and resources into innovative ideas, only to have larger companies adopt those ideas and profit from them, highlighting the reality that ""one man sows and another reaps.""","비즈니스 세계에서 기업가는 종종 혁신적인 아이디어에 시간과 자원을 투자하지만 대기업이 이러한 아이디어를 채택하고 그로부터 이익을 얻도록 하는 경우가 많습니다. 이는 ""재주는 곰이 부리고 돈은 되놈이 가져간다.""는 현실을 강조합니다."
He tried to egg on the citizen of the city. ,그는 그 도시의 시민을 선동하려고 했다.
Pie in the sky.,그림의 떡.
I'm between the devil and the deep blue sea.,빼도 박도 못 하게 되었다
I need you to wrap your head around this.,이것을 이해해 주세요.
A stitch in time saves nine stitches.,제 때의 한 바늘은 뒤의 아홉 바늘의 수고를 덜어준다.
"We were tired of fighting, so we decided to start talking and clear the air.",우리는 싸움에 지쳤기 때문에 대화를 시작해 분노를 가라앉히고 오해를 없애기로 했습니다.
He was a fly-by-night car dealer.,그는 한몫 챙기려고만 하는 차 딜러에요.
That drill sergeant is as hard as nails.,저 훈련 담당 교관은 아주 인정사정 없는 사람이다.
"She told him why she wouldn't date him anymore, and she didn't pull any punches.",그녀는 왜 그와 더 이상 데이트를 하지 않을 것인지 그에게 말했고 그녀는 불쾌한 사실을 숨기지 않았습니다.
"you just call your family, tell them I said 'hi', don't worry about being back at 6:00 on the dot, there's a little breathing room","너희 가족들한테 전화해서, 내가 안부를 전해줘, 6시 정각까지 맞춰서 돌아올 걱정은 하지마, 약간의 여유는 있으니깐"
"When she couldn't go to school because of her illness, she significantly fell behind in her work.","그녀는 병 때문에 학교에 갈 수 없게 되자, 일에서 크게 뒤쳐졌습니다."
better strike while the iron is hot.,쇠뿔도 단김에 빼는 것이 더 좋을 것이다.
Miss the boat,기회를 놓치다
"Sid wanted to get rid of his debts and worked really hard at his job. And as they say, when it rains, it pours.","시드는 그의 빚을 없애고 싶었고 그의 일에서 정말 열심히 일했습니다. 그리고 그들이 말했듯이, 좋은 일이든 나쁜 일이든 한 꺼번에 일어난다고 합니다."
it's raining cats and dogs. ,비가 억수로 쏟아지고 있어.
"Just a quick reminder. When is your graduation? Oh yeah! I just remembered it's next month. Rain or shine, I'll be there!",그냥 알림이야.  네 졸업은 언제야? 오 예! 다음 달인 것만 기억하고 있습니다.무슨 일이 있어도 내가 거기 있을게!
"She's always talking about how much she is investing in the stock market, but I think she is talking through her hat.","그녀는 항상 주식시장에 얼마나 투자하고 있는지에 대해 이야기하지만, 저는 그녀가 자신의 생각을 과장해서 말하고 있다고 생각합니다."
Having a fight with a co-worker on my first day of work was not a good idea. I got off on the wrong foot.,"첫 출근 날 동료 직원과 싸웠는데, 그건 좋은 시작이 아니었어. 일이 처음 부터 꼬였어."
"Although we had gotten into a big fight last month, we decided to bury the hatchet and become friends again.","비록 지난 달에 크게 싸웠지만, 우리는 화해하고 다시 친구가 되기로 결정했습니다."
The ambitious project started by the previous government went down in flames as soon as the new government was voted in.,이전 정부가 시작한 야심 찬 프로젝트는 새 정부가 투표에 부쳐지자마자 실패 했습니다.
"Once he graduated from college, he was able to get a job and an apartment, and he was able to stand on his own two feet.","일단 대학을 졸업하고 나면, 그는 직장과 아파트를 얻을 수 있었고, 자립할 수 있었습니다."
The government has its head in the clouds when it comes to the rebels.,정부는 반란군에 대해서는 뜬 구름을 잡는다.
"you look fabulous, you'll knock them dead tonight!","당신 너무 멋져, 오늘 밤 모두가 놀랄 거야."
She often throws caution to the wind and invests in tech companies.,그녀는 종종 과감하게 결정해서 기술 회사들에게 투자해요.
Don't Judge a Book by its Cover.,겉만 보고 속을 판단하지 마라.
I don't want to put all my eggs in one basket and risk not getting accepted.,여러 대학교에 지원 할 거야. 한 한교에만 지원하면 떨어질 수도 있으니까
This will kill two birds with one stone. ,이것은 일석 이조 일 것이다.
"Just like their mamas, the two boys hit it off like two peas in a pod.","그들의 엄마들처럼, 그 두 소년은 아주 잘 어울렸습니다."
My mother has never let me off the hook for breaking her favorite lamp as a kid.,엄마는 내가 어렸을 때 엄마가 가장 아끼는 램프를 깨뜨린 것을 눈 감아주지 않으신다.
She felt sorry for him when she heard the news of his accident.,그녀는 그의 사고 소식을 듣고 안타까워 했습니다.
It is a good policy to strike while the iron is hot.,쇠뿔도 단김에 빼는 것은 좋은 예절이다.
Let's cross that bridge whenn we get to it.,그때 가서 생각하자.
you should not take additional tasks. Please don't bite more than you can chew.,추가적인 일을 맡으면 안 돼요. 무리 하지 마세요.
I'm off the hook for staying after for clean up.,나 남아서 청소하는 거 모면했다.
Many businesses have been complaining about the amount of red tape that they must deal with in order to get anything done with the government.,많은 기업들이 정부와의 모든 일을 성사시키기 위해 처리해야 하는 적폐의 양에 대해 불만을 제기해 왔습니다.
He hits the bottle every time he has family trouble.,그는 가정형편이 어려울 때마다 술을 마십니다.
I finally sold my jalopy and bought a new car.,마침내 내 낡은 차를 팔고 새 차를 샀습니다.
"Even though the movie is so fantastic, a loaf of bread is better than the song of many birds.","영화가 진짜 환상적이라 해도, 금강산도 식후경이다."
When you are going to call it a day? I wonder why don't you just return back to your hometown when things are not in your favour there?,당신은 언제 이 일을 끝낼 건가요? 사정이 여의치 않은데 그냥 고향으로 돌아가는 게 어때요?
He was fired and received a pink slip on Friday and will not be showing up for work on Monday.,그는 퇴직 통지서를 받았어. 그래서 금요일에 해고되고 월요일에 출근하지 않을 거야.
"He has been working very hard on his new business. It has been taking off, and he wants to strike while the iron is hot.","그는 자신의 새로운 사업을 위해 매우 열심히 노력해왔습니다. 사업이 급부상하고 있고, 기회를 활용하고 싶어합니다."
"Let's eat before we start, Shall we eat this before?","그 전에 금강산도 식후경인데, 이거 먹고 할까요?"
He'd be out of the frying pan and into the fire.,그의 상황은 갈수록 태산이었다.
"Even though you tried to fix the toy and couldn't, let me take a crack at it.","비록 당신이 그 장난감을 고치려고 노력했지만 못 고쳤더라도, 제가 한번 해볼게요."
But they're leaping out of the frying pan and into the fire.,하지만 그들의 상황은 갈수록 태산이다.
"When preparing for the job interview, he chose a sharp suit and tie, remembering that ""fine feathers make fine birds"" and that a polished appearance could boost his chances.",취업 면접을 준비할 때 그는 '옷이 날개다'라는 것과 세련된 외모가 자신의 기회를 높일 수 있다는 점을 기억하며 깔끔한 양복과 넥타이를 선택했다.
"Don't cry over spilt milk,the egg is cracked.",엎질러진 물이야. 후회해도 소용없다.
"He wouldn't stop tickling me, so I told him to knock it off.",그가 나를 간지럽히는 것을 멈추지 않아서 나는 그에게 그만두라고 말했습니다.
That road hog is driving between two lanes and I think may cause an accident.,"그 도로 주변의 차들을 빼앗고 있는 것 같아, 그게 사고를 일으킬 수 있어요."
You never know who might be listeninng. Walls have ears.,누가 듣고 있을지 몰라. 낮말은 새가 듣고 밤말은 쥐가 듣는다고.
The company's profits increased by leaps and bounds.,회사 수익이 급속히 늘었다.
He admired the beauty of nature in the rough.,그는 자연 그대로의 아름다움에 감탄했다.
I buttered up my boss before I asked him for the upcoming holiday.,나는 상사에게 다가오는 휴가에 대해 물어보기 전에 그에게 아부를 했습니다.
"you're barking up the wrong tree because as long as you're around, Howard is out of the will.","완전히 헛다리 짚은 줄 알아. 네가 있는 한, 하워드한테는 유산 한 푼도 못 줘."
"If you are really serious about buying my car, let's talk turkey.","정말로 내 차를 사는 것이 진심이라면, 진지하게 얘기 해봅시다."
People always want her at their parties because she is a live wire.,사람들은 그녀가 적극적이고 신나는 사람이기 때문에 항상 그녀가 그들의 파티에 오기를 원합니다.
He had butterflies in his stomach as he walked out onto the stage for his dance performance.,댄스 공연을 위해 무대로 걸어나올 때 그의 가슴이 두근거렸습니다.
I heard that you got lost on your way home last night. Where did you end up?,"어젯밤에 집에 가는 길에 길을 잃었다고 들었는데, 어디로 갔습니까?"
"It looks like our company will perform well, but the devil is in the detail, who knows what the future will bring.","우리 회사가 실적이 좋을 것 같지만, 사소한 것이 문제를 일으킬 수도 있기에 미래가 어떨지 누가 알겠습니까."
"Then, like a bolt from the blue, a letter dated June 26, 1986, came from the chief of security, saying that all missionaries must leave the country.",그러다가 청천벽력 같은 일이 일어났습니다. 보안 국장에게서 온 1986년 6월 26일자 편지에 모든 선교인들이 이 나라를 떠나야 한다고 되어 있는 것이었습니다.
Would you make a long story short?,간단히 말해 줄래요?
I was put on the spot and expected to make a toast at the anniversary party.,"저는 어려운 상황에 처했고, 기념일 파티에서 건배사를 할 것으로 예상했습니다."
"Sarah jumped into a foreign language conversation with her rudimentary language skills, embarrassing herself and proving that ""A little knowledge is a dangerous thing.""","사라는 초보적인 언어 실력으로 외국어 대화에 뛰어들며 스스로를 당황하게 하며 ""선무당이 사람 잡는다""임을 증명했다."
